[1197886] ['1/9', '2/9', '4/3', '7/4', '7/8'] -> (((4/3 * 7/4) / (2/9 - 1/9)) / 7/8)
[1199200] ['1/9', '2/9', '5/2', '5/6', '6/7'] -> ((((5/2 + 5/6) - 2/9) / 1/9) * 6/7)
[1199205] ['1/9', '2/9', '5/2', '5/6', '7/6'] -> ((((5/2 + 5/6) - 2/9) / 1/9) / 7/6)
[1199212] ['1/9', '2/9', '5/2', '5/6', '9/2'] -> ((((2/9 / 1/9) + 5/2) + 5/6) * 9/2)
[1199213] ['1/9', '2/9', '5/2', '5/6', '9/4'] -> (((5/2 / 1/9) + (5/6 / 2/9)) - 9/4)
[1199216] ['1/9', '2/9', '5/2', '5/6', '9/8'] -> (((5/2 / (2/9 - 1/9)) / 5/6) / 9/8)
[1199230] ['1/9', '2/9', '5/2', '5/7', '8/5'] -> (8/5 / ((1/9 / 5/7) - (2/9 / 5/2)))
[1199246] ['1/9', '2/9', '5/2', '5/8', '7/6'] -> (7/6 / (2/9 - ((1/9 * 5/2) * 5/8)))
[1199257] ['1/9', '2/9', '5/2', '5/8', '9/8'] -> ((((2/9 + 5/2) / 1/9) + 5/8) - 9/8)
[1199261] ['1/9', '2/9', '5/2', '5/9', '7/2'] -> (((5/2 + 5/9) / (2/9 - 1/9)) - 7/2)
[1199265] ['1/9', '2/9', '5/2', '5/9', '7/6'] -> ((((5/2 / 1/9) + 5/9) - 2/9) + 7/6)
[1199277] ['1/9', '2/9', '5/2', '6/5', '6/5'] -> (6/5 / (((1/9 * 5/2) / 2/9) - 6/5))
[1199287] ['1/9', '2/9', '5/2', '6/5', '8/5'] -> (8/5 / (((1/9 * 5/2) - 2/9) * 6/5))
[1199294] ['1/9', '2/9', '5/2', '6/5', '9/8'] -> (((5/2 * 6/5) / (2/9 - 1/9)) / 9/8)
[1199301] ['1/9', '2/9', '5/2', '6/7', '7/8'] -> ((((2/9 + 5/2) * 6/7) / 1/9) / 7/8)
[1199306] ['1/9', '2/9', '5/2', '6/7', '8/9'] -> ((5/2 / (2/9 - (1/9 / 6/7))) * 8/9)
[1199311] ['1/9', '2/9', '5/2', '6/7', '9/8'] -> ((5/2 / (2/9 - (1/9 / 6/7))) / 9/8)
[1199312] ['1/9', '2/9', '5/2', '7/2', '7/2'] -> ((((1/9 + 5/2) + 7/2) / 2/9) - 7/2)
[1199316] ['1/9', '2/9', '5/2', '7/2', '7/6'] -> ((((2/9 + 5/2) / 1/9) + 7/2) / 7/6)
[1199317] ['1/9', '2/9', '5/2', '7/2', '7/8'] -> ((((2/9 + 5/2) / 1/9) - 7/2) / 7/8)
[1199322] ['1/9', '2/9', '5/2', '7/2', '8/9'] -> ((((7/2 - 2/9) / 1/9) - 5/2) * 8/9)
[1199324] ['1/9', '2/9', '5/2', '7/2', '9/4'] -> (((5/2 * 7/2) / (1/9 + 2/9)) - 9/4)
[1199327] ['1/9', '2/9', '5/2', '7/2', '9/8'] -> ((((7/2 - 2/9) / 1/9) - 5/2) / 9/8)
[1199351] ['1/9', '2/9', '5/2', '7/4', '8/9'] -> (((5/2 / 2/9) + (7/4 / 1/9)) * 8/9)
[1199353] ['1/9', '2/9', '5/2', '7/4', '9/4'] -> ((((2/9 + 5/2) / 1/9) + 7/4) - 9/4)
[1199356] ['1/9', '2/9', '5/2', '7/4', '9/8'] -> (((5/2 / 2/9) + (7/4 / 1/9)) / 9/8)
[1199362] ['1/9', '2/9', '5/2', '7/5', '8/5'] -> (8/5 / ((1/9 * 7/5) - (2/9 / 5/2)))
[1199363] ['1/9', '2/9', '5/2', '7/5', '8/7'] -> (8/7 / (1/9 - ((2/9 / 5/2) / 7/5)))
[1199374] ['1/9', '2/9', '5/2', '7/6', '8/5'] -> ((5/2 + ((2/9 + 7/6) / 1/9)) * 8/5)
[1199376] ['1/9', '2/9', '5/2', '7/6', '8/9'] -> ((5/2 / (2/9 - (1/9 * 7/6))) * 8/9)
[1199381] ['1/9', '2/9', '5/2', '7/6', '9/8'] -> ((5/2 / (2/9 - (1/9 * 7/6))) / 9/8)
[1199388] ['1/9', '2/9', '5/2', '7/8', '9/2'] -> (9/2 / ((5/2 * 7/8) - (2/9 / 1/9)))
[1199389] ['1/9', '2/9', '5/2', '7/8', '9/4'] -> ((5/2 / (2/9 - (1/9 / 7/8))) - 9/4)
[1199390] ['1/9', '2/9', '5/2', '7/8', '9/5'] -> (9/5 / (7/8 - ((2/9 / 1/9) / 5/2)))
[1199398] ['1/9', '2/9', '5/2', '7/9', '9/2'] -> (((2/9 + (5/2 * 7/9)) / 1/9) + 9/2)
[1199399] ['1/9', '2/9', '5/2', '7/9', '9/4'] -> (((5/2 + (7/9 / 2/9)) / 1/9) / 9/4)
[1199403] ['1/9', '2/9', '5/2', '8/3', '8/3'] -> ((((8/3 - 1/9) / 2/9) - 5/2) * 8/3)
[1199422] ['1/9', '2/9', '5/2', '8/7', '9/2'] -> (9/2 / ((5/2 / 8/7) - (2/9 / 1/9)))
[1199423] ['1/9', '2/9', '5/2', '8/7', '9/4'] -> ((5/2 / (2/9 - (1/9 * 8/7))) - 9/4)
[1199427] ['1/9', '2/9', '5/2', '8/9', '8/9'] -> (8/9 / (1/9 * (8/9 - (2/9 * 5/2))))
[1199428] ['1/9', '2/9', '5/2', '8/9', '9/2'] -> ((((5/2 + 8/9) - 2/9) / 1/9) - 9/2)
[1199433] ['1/9', '2/9', '5/2', '9/2', '9/2'] -> ((((1/9 + 2/9) * 5/2) + 9/2) * 9/2)
[1199441] ['1/9', '2/9', '5/2', '9/4', '9/8'] -> (((5/2 + (2/9 * 9/4)) / 1/9) / 9/8)
[1199448] ['1/9', '2/9', '5/3', '5/3', '5/3'] -> (((5/3 / 5/3) + 5/3) / (2/9 - 1/9))
[1199449] ['1/9', '2/9', '5/3', '5/3', '5/4'] -> (((5/3 + 5/3) / (2/9 - 1/9)) / 5/4)
[1199455] ['1/9', '2/9', '5/3', '5/3', '6/7'] -> ((((5/3 + 5/3) - 2/9) / 1/9) * 6/7)
[1199460] ['1/9', '2/9', '5/3', '5/3', '7/6'] -> ((((5/3 + 5/3) - 2/9) / 1/9) / 7/6)
[1199464] ['1/9', '2/9', '5/3', '5/3', '8/5'] -> (8/5 / ((2/9 / 5/3) - (1/9 / 5/3)))
[1199470] ['1/9', '2/9', '5/3', '5/3', '9/7'] -> ((((2/9 + 5/3) / 1/9) + 5/3) * 9/7)
[1199473] ['1/9', '2/9', '5/3', '5/4', '5/6'] -> ((5/3 / (2/9 - (1/9 * 5/4))) / 5/6)
[1199487] ['1/9', '2/9', '5/3', '5/4', '8/5'] -> (8/5 / (5/3 - ((2/9 / 1/9) / 5/4)))
[1199491] ['1/9', '2/9', '5/3', '5/4', '9/4'] -> (((5/3 + 5/4) / (2/9 - 1/9)) - 9/4)
[1199495] ['1/9', '2/9', '5/3', '5/6', '5/6'] -> (((2/9 + (5/3 / 5/6)) / 1/9) / 5/6)
[1199497] ['1/9', '2/9', '5/3', '5/6', '5/8'] -> (((5/3 / 2/9) + (5/6 / 1/9)) / 5/8)
[1199498] ['1/9', '2/9', '5/3', '5/6', '5/9'] -> (((5/3 - (2/9 * 5/6)) / 1/9) / 5/9)
[1199499] ['1/9', '2/9', '5/3', '5/6', '6/5'] -> (((2/9 + (5/3 / 5/6)) / 1/9) * 6/5)
[1199509] ['1/9', '2/9', '5/3', '5/6', '8/5'] -> (((5/3 / 2/9) + (5/6 / 1/9)) * 8/5)
[1199513] ['1/9', '2/9', '5/3', '5/6', '9/4'] -> ((((5/6 / 1/9) - 5/3) / 2/9) - 9/4)
[1199514] ['1/9', '2/9', '5/3', '5/6', '9/5'] -> (((5/3 - (2/9 * 5/6)) / 1/9) * 9/5)
[1199527] ['1/9', '2/9', '5/3', '5/7', '7/8'] -> (((5/3 / (2/9 - 1/9)) / 5/7) / 7/8)
[1199531] ['1/9', '2/9', '5/3', '5/7', '8/7'] -> (((5/3 / (2/9 - 1/9)) / 5/7) * 8/7)
[1199532] ['1/9', '2/9', '5/3', '5/7', '8/9'] -> (8/9 / (((1/9 * 5/3) / 5/7) - 2/9))
[1199543] ['1/9', '2/9', '5/3', '5/8', '7/3'] -> (7/3 / ((2/9 - (1/9 / 5/3)) * 5/8))
[1199548] ['1/9', '2/9', '5/3', '5/8', '7/9'] -> (7/9 / ((1/9 * (5/3 + 5/8)) - 2/9))
[1199555] ['1/9', '2/9', '5/3', '5/8', '9/5'] -> ((5/3 / (5/8 - (1/9 / 2/9))) * 9/5)
[1199559] ['1/9', '2/9', '5/3', '5/9', '6/5'] -> (((5/3 + 5/9) / (2/9 - 1/9)) * 6/5)
[1199576] ['1/9', '2/9', '5/3', '5/9', '9/8'] -> (((5/3 / (2/9 - 1/9)) / 5/9) / 9/8)
[1199577] ['1/9', '2/9', '5/3', '6/5', '6/5'] -> (((2/9 + (5/3 * 6/5)) / 1/9) * 6/5)
[1199582] ['1/9', '2/9', '5/3', '6/5', '7/5'] -> ((((6/5 / 2/9) - 5/3) / 1/9) / 7/5)
[1199591] ['1/9', '2/9', '5/3', '6/5', '9/4'] -> (((6/5 / 1/9) - (2/9 / 5/3)) * 9/4)
[1199592] ['1/9', '2/9', '5/3', '6/5', '9/5'] -> (((5/3 - (2/9 / 6/5)) / 1/9) * 9/5)
[1199594] ['1/9', '2/9', '5/3', '6/5', '9/8'] -> (9/8 / ((1/9 / (2/9 + 6/5)) / 5/3))
[1199596] ['1/9', '2/9', '5/3', '6/7', '7/2'] -> (7/2 / ((2/9 / (1/9 + 5/3)) / 6/7))
[1199601] ['1/9', '2/9', '5/3', '6/7', '7/8'] -> ((5/3 / ((2/9 * 6/7) - 1/9)) / 7/8)
[1199607] ['1/9', '2/9', '5/3', '6/7', '9/2'] -> (((2/9 + (5/3 / 6/7)) / 1/9) + 9/2)
[1199612] ['1/9', '2/9', '5/3', '7/2', '7/2'] -> ((((2/9 + 5/3) / 1/9) + 7/2) + 7/2)
[1199614] ['1/9', '2/9', '5/3', '7/2', '7/4'] -> ((((5/3 * 7/2) - 1/9) / 2/9) - 7/4)
[1199616] ['1/9', '2/9', '5/3', '7/2', '7/6'] -> ((((1/9 + 5/3) * 7/2) / 2/9) / 7/6)
[1199633] ['1/9', '2/9', '5/3', '7/3', '7/9'] -> ((((1/9 + 5/3) * 7/3) / 2/9) / 7/9)
[1199636] ['1/9', '2/9', '5/3', '7/3', '8/7'] -> (8/7 / (((2/9 * 5/3) / 7/3) - 1/9))
[1199638] ['1/9', '2/9', '5/3', '7/3', '9/2'] -> (((7/3 / (1/9 + 2/9)) - 5/3) * 9/2)
[1199639] ['1/9', '2/9', '5/3', '7/3', '9/4'] -> ((((5/3 - 2/9) / 1/9) - 7/3) * 9/4)
[1199640] ['1/9', '2/9', '5/3', '7/3', '9/5'] -> ((((2/9 / 5/3) + 7/3) / 1/9) + 9/5)
[1199641] ['1/9', '2/9', '5/3', '7/3', '9/7'] -> (9/7 / ((2/9 / (1/9 + 5/3)) / 7/3))
[1199642] ['1/9', '2/9', '5/3', '7/3', '9/8'] -> ((((7/3 - 5/3) / 1/9) / 2/9) / 9/8)
[1199653] ['1/9', '2/9', '5/3', '7/4', '9/4'] -> (((5/3 * 7/4) / (2/9 - 1/9)) - 9/4)
[1199659] ['1/9', '2/9', '5/3', '7/5', '7/8'] -> (((5/3 * 7/5) / (2/9 - 1/9)) / 7/8)
[1199662] ['1/9', '2/9', '5/3', '7/5', '8/5'] -> (8/5 / (((1/9 + 2/9) + 7/5) - 5/3))
[1199663] ['1/9', '2/9', '5/3', '7/5', '8/7'] -> (((5/3 * 7/5) / (2/9 - 1/9)) * 8/7)
[1199664] ['1/9', '2/9', '5/3', '7/5', '8/9'] -> (8/9 / (((1/9 * 5/3) * 7/5) - 2/9))
[1199671] ['1/9', '2/9', '5/3', '7/6', '7/8'] -> ((5/3 / ((2/9 / 7/6) - 1/9)) / 7/8)
[1199677] ['1/9', '2/9', '5/3', '7/6', '9/2'] -> (((2/9 + (5/3 * 7/6)) / 1/9) + 9/2)
[1199682] ['1/9', '2/9', '5/3', '7/8', '7/8'] -> ((((2/9 + 5/3) + 7/8) / 1/9) - 7/8)
[1199683] ['1/9', '2/9', '5/3', '7/8', '7/9'] -> (7/9 / ((2/9 - (1/9 * 5/3)) * 7/8))
[1199690] ['1/9', '2/9', '5/3', '7/8', '9/5'] -> ((5/3 / (2/9 - (1/9 * 7/8))) * 9/5)
[1199699] ['1/9', '2/9', '5/3', '7/9', '9/4'] -> ((5/3 + ((2/9 + 7/9) / 1/9)) * 9/4)
[1199706] ['1/9', '2/9', '5/3', '8/3', '8/9'] -> (((5/3 / 1/9) + (8/3 / 2/9)) * 8/9)
[1199708] ['1/9', '2/9', '5/3', '8/3', '9/4'] -> ((((1/9 + 5/3) / 2/9) + 8/3) * 9/4)
[1199709] ['1/9', '2/9', '5/3', '8/3', '9/5'] -> (((5/3 * 8/3) / (1/9 + 2/9)) * 9/5)
[1199710] ['1/9', '2/9', '5/3', '8/3', '9/7'] -> (9/7 / ((2/9 / (5/3 - 1/9)) / 8/3))
[1199724] ['1/9', '2/9', '5/3', '8/7', '9/5'] -> ((5/3 / (2/9 - (1/9 / 8/7))) * 9/5)
[1199725] ['1/9', '2/9', '5/3', '8/7', '9/7'] -> ((8/7 / (2/9 - (1/9 * 5/3))) / 9/7)
[1199728] ['1/9', '2/9', '5/3', '8/9', '9/2'] -> ((((8/9 / 1/9) - 5/3) / 2/9) - 9/2)
[1199730] ['1/9', '2/9', '5/3', '8/9', '9/5'] -> (((5/3 * 8/9) / (2/9 - 1/9)) * 9/5)
[1199734] ['1/9', '2/9', '5/3', '9/2', '9/4'] -> ((5/3 + ((2/9 * 9/2) / 1/9)) * 9/4)
[1199741] ['1/9', '2/9', '5/3', '9/4', '9/8'] -> (((5/3 / 1/9) + (9/4 / 2/9)) - 9/8)
[1199744] ['1/9', '2/9', '5/3', '9/5', '9/8'] -> (((5/3 * 9/5) / (2/9 - 1/9)) / 9/8)
[1199746] ['1/9', '2/9', '5/3', '9/7', '9/8'] -> ((5/3 / ((2/9 / 9/7) - 1/9)) / 9/8)
[1199747] ['1/9', '2/9', '5/3', '9/8', '9/8'] -> (((5/3 + 9/8) / (2/9 - 1/9)) - 9/8)
[1199751] ['1/9', '2/9', '5/4', '5/4', '5/8'] -> ((5/4 / (2/9 - (1/9 * 5/4))) / 5/8)
[1199759] ['1/9', '2/9', '5/4', '5/4', '7/6'] -> (7/6 / (2/9 - ((1/9 * 5/4) * 5/4)))
[1199763] ['1/9', '2/9', '5/4', '5/4', '8/5'] -> ((5/4 * 8/5) / (2/9 - (1/9 * 5/4)))
[1199773] ['1/9', '2/9', '5/4', '5/6', '5/8'] -> (((5/4 / 1/9) + (5/6 / 2/9)) / 5/8)
[1199785] ['1/9', '2/9', '5/4', '5/6', '8/5'] -> (((5/4 / 1/9) + (5/6 / 2/9)) * 8/5)
[1199792] ['1/9', '2/9', '5/4', '5/6', '9/8'] -> ((((5/6 / 1/9) / 2/9) / 5/4) / 9/8)
[1199807] ['1/9', '2/9', '5/4', '5/7', '8/7'] -> (8/7 / (((2/9 / 5/4) - 1/9) * 5/7))
[1199810] ['1/9', '2/9', '5/4', '5/7', '9/4'] -> ((5/4 / ((2/9 * 5/7) - 1/9)) - 9/4)
[1199839] ['1/9', '2/9', '5/4', '5/9', '7/4'] -> (((2/9 + (5/4 / 5/9)) / 1/9) + 7/4)
[1199844] ['1/9', '2/9', '5/4', '5/9', '8/3'] -> (8/3 / (((5/9 / 5/4) - 1/9) - 2/9))
[1199847] ['1/9', '2/9', '5/4', '5/9', '8/9'] -> (8/9 / (((2/9 / 5/4) - 1/9) * 5/9))
[1199853] ['1/9', '2/9', '5/4', '6/5', '6/5'] -> (6/5 / ((1/9 * (5/4 + 6/5)) - 2/9))
[1199873] ['1/9', '2/9', '5/4', '6/7', '7/3'] -> ((6/7 / (2/9 - (1/9 * 5/4))) * 7/3)
[1199893] ['1/9', '2/9', '5/4', '7/2', '7/8'] -> ((7/2 / ((2/9 * 5/4) - 1/9)) / 7/8)
[1199896] ['1/9', '2/9', '5/4', '7/2', '8/5'] -> ((((1/9 + 7/2) / 2/9) - 5/4) * 8/5)
[1199897] ['1/9', '2/9', '5/4', '7/2', '8/7'] -> ((7/2 / ((2/9 * 5/4) - 1/9)) * 8/7)
[1199898] ['1/9', '2/9', '5/4', '7/2', '8/9'] -> (((5/4 / 1/9) + (7/2 / 2/9)) * 8/9)
[1199903] ['1/9', '2/9', '5/4', '7/2', '9/8'] -> (((5/4 / 1/9) + (7/2 / 2/9)) / 9/8)
[1199907] ['1/9', '2/9', '5/4', '7/3', '7/6'] -> ((7/3 / (2/9 - (1/9 * 5/4))) / 7/6)
[1199922] ['1/9', '2/9', '5/4', '7/4', '7/8'] -> ((7/4 / (2/9 - (1/9 * 5/4))) / 7/8)
[1199928] ['1/9', '2/9', '5/4', '7/4', '9/2'] -> (9/2 / ((5/4 * 7/4) - (2/9 / 1/9)))
[1199929] ['1/9', '2/9', '5/4', '7/4', '9/4'] -> ((7/4 / ((2/9 / 5/4) - 1/9)) - 9/4)
[1199932] ['1/9', '2/9', '5/4', '7/4', '9/8'] -> (((5/4 + 7/4) / (2/9 - 1/9)) / 9/8)
[1199935] ['1/9', '2/9', '5/4', '7/5', '7/8'] -> ((7/5 / ((2/9 / 5/4) - 1/9)) / 7/8)
[1199939] ['1/9', '2/9', '5/4', '7/5', '8/7'] -> ((7/5 / ((2/9 / 5/4) - 1/9)) * 8/7)
[1199942] ['1/9', '2/9', '5/4', '7/5', '9/4'] -> ((5/4 / ((2/9 / 7/5) - 1/9)) - 9/4)
[1199943] ['1/9', '2/9', '5/4', '7/5', '9/5'] -> (((2/9 / (7/5 - 5/4)) / 1/9) * 9/5)
[1199961] ['1/9', '2/9', '5/4', '7/8', '8/5'] -> ((5/4 / ((2/9 * 7/8) - 1/9)) * 8/5)
[1199964] ['1/9', '2/9', '5/4', '7/8', '9/2'] -> (((2/9 / (5/4 - 7/8)) / 1/9) * 9/2)
[1199971] ['1/9', '2/9', '5/4', '7/9', '8/5'] -> (8/5 / (1/9 * (7/9 - (2/9 / 5/4))))
[1199983] ['1/9', '2/9', '5/4', '8/3', '9/2'] -> (((2/9 / 1/9) + (5/4 * 8/3)) * 9/2)
[1200001] ['1/9', '2/9', '5/4', '8/7', '9/7'] -> (9/7 / ((1/9 * (5/4 - 8/7)) / 2/9))
[1200004] ['1/9', '2/9', '5/4', '8/9', '9/2'] -> ((8/9 / ((2/9 * 5/4) - 1/9)) * 9/2)
[1200005] ['1/9', '2/9', '5/4', '8/9', '9/4'] -> ((8/9 / (2/9 - (1/9 * 5/4))) * 9/4)
[1200006] ['1/9', '2/9', '5/4', '8/9', '9/5'] -> ((8/9 / ((2/9 / 5/4) - 1/9)) * 9/5)
[1200009] ['1/9', '2/9', '5/4', '9/2', '9/2'] -> ((((1/9 + 9/2) / 2/9) - 5/4) + 9/2)
[1200010] ['1/9', '2/9', '5/4', '9/2', '9/4'] -> ((9/2 / (2/9 - (1/9 * 5/4))) / 9/4)
[1200013] ['1/9', '2/9', '5/4', '9/2', '9/8'] -> ((9/2 / ((2/9 * 5/4) - 1/9)) / 9/8)
[1200017] ['1/9', '2/9', '5/4', '9/4', '9/8'] -> ((9/4 / (2/9 - (1/9 * 5/4))) / 9/8)
[1200020] ['1/9', '2/9', '5/4', '9/5', '9/8'] -> ((9/5 / ((2/9 / 5/4) - 1/9)) / 9/8)
[1200026] ['1/9', '2/9', '5/6', '5/6', '5/8'] -> (((5/6 + 5/6) / (2/9 - 1/9)) / 5/8)
[1200030] ['1/9', '2/9', '5/6', '5/6', '7/2'] -> ((7/2 / 1/9) - ((5/6 + 5/6) / 2/9))
[1200031] ['1/9', '2/9', '5/6', '5/6', '7/3'] -> ((5/6 / 5/6) + ((2/9 + 7/3) / 1/9))
[1200038] ['1/9', '2/9', '5/6', '5/6', '8/5'] -> (((5/6 + 5/6) / (2/9 - 1/9)) * 8/5)
[1200040] ['1/9', '2/9', '5/6', '5/6', '8/9'] -> (8/9 / (2/9 - (1/9 * (5/6 + 5/6))))
[1200042] ['1/9', '2/9', '5/6', '5/6', '9/4'] -> ((((5/6 / 2/9) - 5/6) / 1/9) - 9/4)
[1200050] ['1/9', '2/9', '5/6', '5/7', '6/7'] -> ((2/9 / ((5/6 - 1/9) - 5/7)) * 6/7)
[1200055] ['1/9', '2/9', '5/6', '5/7', '7/6'] -> ((2/9 / ((5/6 - 1/9) - 5/7)) / 7/6)
[1200081] ['1/9', '2/9', '5/6', '5/8', '8/9'] -> (8/9 / (5/6 * (2/9 - (1/9 / 5/8))))
[1200082] ['1/9', '2/9', '5/6', '5/8', '9/2'] -> (9/2 / (((5/6 * 5/8) - 1/9) - 2/9))
[1200102] ['1/9', '2/9', '5/6', '5/9', '9/4'] -> (((5/6 + (5/9 / 1/9)) / 2/9) - 9/4)
[1200105] ['1/9', '2/9', '5/6', '5/9', '9/8'] -> ((((5/9 / 1/9) / 2/9) / 5/6) / 9/8)
[1200120] ['1/9', '2/9', '5/6', '6/5', '9/4'] -> (((2/9 + 6/5) / (1/9 / 5/6)) * 9/4)
[1200130] ['1/9', '2/9', '5/6', '6/7', '7/8'] -> (((1/9 / (6/7 - 5/6)) / 2/9) / 7/8)
[1200133] ['1/9', '2/9', '5/6', '6/7', '8/5'] -> (8/5 / (2/9 - ((1/9 / 5/6) / 6/7)))
[1200150] ['1/9', '2/9', '5/6', '7/2', '8/7'] -> (8/7 / (((1/9 + 5/6) / 7/2) - 2/9))
[1200151] ['1/9', '2/9', '5/6', '7/2', '8/9'] -> ((7/2 / (2/9 - (1/9 * 5/6))) * 8/9)
[1200153] ['1/9', '2/9', '5/6', '7/2', '9/4'] -> (((5/6 * 7/2) / (2/9 - 1/9)) - 9/4)
[1200156] ['1/9', '2/9', '5/6', '7/2', '9/8'] -> ((7/2 / (2/9 - (1/9 * 5/6))) / 9/8)
[1200167] ['1/9', '2/9', '5/6', '7/3', '9/2'] -> (((2/9 + (5/6 * 7/3)) / 1/9) + 9/2)
[1200168] ['1/9', '2/9', '5/6', '7/3', '9/4'] -> ((7/3 / (2/9 - (1/9 / 5/6))) - 9/4)
[1200181] ['1/9', '2/9', '5/6', '7/4', '9/2'] -> (((5/6 / 2/9) + (7/4 / 1/9)) + 9/2)
[1200204] ['1/9', '2/9', '5/6', '7/6', '8/7'] -> (8/7 / (((2/9 * 5/6) / 7/6) - 1/9))
[1200207] ['1/9', '2/9', '5/6', '7/6', '9/4'] -> ((((2/9 + 5/6) / 1/9) + 7/6) * 9/4)
[1200208] ['1/9', '2/9', '5/6', '7/6', '9/5'] -> ((5/6 + ((2/9 + 7/6) / 1/9)) * 9/5)
[1200212] ['1/9', '2/9', '5/6', '7/8', '7/9'] -> (7/9 / (2/9 - (1/9 * (5/6 + 7/8))))
[1200223] ['1/9', '2/9', '5/6', '7/9', '8/3'] -> (((1/9 / (5/6 - 7/9)) / 2/9) * 8/3)
[1200226] ['1/9', '2/9', '5/6', '7/9', '8/9'] -> (8/9 / (2/9 * ((1/9 + 5/6) - 7/9)))
[1200227] ['1/9', '2/9', '5/6', '7/9', '9/2'] -> (((7/9 - (2/9 * 5/6)) / 1/9) * 9/2)
[1200228] ['1/9', '2/9', '5/6', '7/9', '9/4'] -> ((((5/6 * 7/9) / 1/9) / 2/9) - 9/4)
[1200233] ['1/9', '2/9', '5/6', '8/3', '8/5'] -> ((((1/9 + 8/3) / 2/9) / 5/6) * 8/5)
[1200234] ['1/9', '2/9', '5/6', '8/3', '8/7'] -> (8/7 / (1/9 - (2/9 / (5/6 + 8/3))))
[1200238] ['1/9', '2/9', '5/6', '8/3', '9/5'] -> ((5/6 + ((1/9 + 8/3) / 2/9)) * 9/5)
[1200241] ['1/9', '2/9', '5/6', '8/5', '8/5'] -> (8/5 / (((2/9 * 5/6) / 1/9) - 8/5))
[1200243] ['1/9', '2/9', '5/6', '8/5', '8/9'] -> (8/9 / (5/6 * (2/9 - (1/9 * 8/5))))
[1200244] ['1/9', '2/9', '5/6', '8/5', '9/2'] -> (9/2 / (((5/6 / 8/5) - 1/9) - 2/9))
[1200256] ['1/9', '2/9', '5/6', '8/9', '8/9'] -> (8/9 / (2/9 * ((1/9 + 8/9) - 5/6)))
[1200257] ['1/9', '2/9', '5/6', '8/9', '9/2'] -> ((5/6 + ((1/9 + 8/9) / 2/9)) * 9/2)
[1200259] ['1/9', '2/9', '5/6', '8/9', '9/5'] -> ((((8/9 / 1/9) / 2/9) / 5/6) / 9/5)
[1200263] ['1/9', '2/9', '5/6', '9/2', '9/4'] -> (((2/9 * (5/6 + 9/2)) / 1/9) * 9/4)
[1200278] ['1/9', '2/9', '5/7', '5/7', '5/8'] -> ((5/7 / ((2/9 * 5/7) - 1/9)) / 5/8)
[1200290] ['1/9', '2/9', '5/7', '5/7', '8/5'] -> ((5/7 / ((2/9 * 5/7) - 1/9)) * 8/5)
[1200291] ['1/9', '2/9', '5/7', '5/7', '8/7'] -> (8/7 / ((2/9 - (1/9 / 5/7)) * 5/7))
[1200303] ['1/9', '2/9', '5/7', '5/8', '7/3'] -> (((5/7 / (2/9 - 1/9)) / 5/8) * 7/3)
[1200315] ['1/9', '2/9', '5/7', '5/8', '9/5'] -> (9/5 / (((1/9 / 2/9) / 5/7) - 5/8))
[1200316] ['1/9', '2/9', '5/7', '5/8', '9/7'] -> (9/7 / ((1/9 / 2/9) - (5/7 * 5/8)))
[1200330] ['1/9', '2/9', '5/7', '5/9', '8/7'] -> (8/7 / (((1/9 + 5/7) - 2/9) - 5/9))
[1200331] ['1/9', '2/9', '5/7', '5/9', '8/9'] -> (8/9 / ((2/9 - (1/9 / 5/7)) * 5/9))
[1200357] ['1/9', '2/9', '5/7', '6/7', '7/3'] -> (((5/7 / 1/9) + (6/7 / 2/9)) * 7/3)
[1200380] ['1/9', '2/9', '5/7', '7/2', '8/5'] -> ((5/7 / (1/9 - (2/9 / 7/2))) * 8/5)
[1200381] ['1/9', '2/9', '5/7', '7/2', '8/7'] -> (8/7 / ((1/9 + 5/7) - (2/9 * 7/2)))
[1200388] ['1/9', '2/9', '5/7', '7/3', '7/3'] -> ((((1/9 + 7/3) / 2/9) - 5/7) * 7/3)
[1200392] ['1/9', '2/9', '5/7', '7/3', '7/8'] -> (7/8 / ((2/9 - 1/9) / (5/7 + 7/3)))
[1200395] ['1/9', '2/9', '5/7', '7/3', '8/5'] -> (((5/7 * 7/3) / (2/9 - 1/9)) * 8/5)
[1200397] ['1/9', '2/9', '5/7', '7/3', '8/9'] -> (8/9 / (2/9 - ((1/9 * 5/7) * 7/3)))
[1200409] ['1/9', '2/9', '5/7', '7/4', '8/5'] -> (8/5 / (((2/9 / 5/7) / 7/4) - 1/9))
[1200410] ['1/9', '2/9', '5/7', '7/4', '8/7'] -> (8/7 / ((2/9 / 7/4) - (1/9 * 5/7)))
[1200413] ['1/9', '2/9', '5/7', '7/4', '9/4'] -> ((7/4 / (2/9 - (1/9 / 5/7))) - 9/4)
[1200419] ['1/9', '2/9', '5/7', '7/5', '7/8'] -> ((7/5 / (2/9 - (1/9 / 5/7))) / 7/8)
[1200435] ['1/9', '2/9', '5/7', '7/6', '8/7'] -> (8/7 / (((1/9 / 2/9) + 5/7) - 7/6))
[1200448] ['1/9', '2/9', '5/7', '7/8', '9/2'] -> (9/2 / ((5/7 - (1/9 / 2/9)) * 7/8))
[1200451] ['1/9', '2/9', '5/7', '7/8', '9/7'] -> (9/7 / ((1/9 + 2/9) * (7/8 - 5/7)))
[1200469] ['1/9', '2/9', '5/7', '8/3', '9/5'] -> ((8/3 / ((2/9 / 5/7) - 1/9)) * 9/5)
